Mitigated agent 3: deviation=129.11, median=8.51, weight=0.04, threshold=123.89, original=137.62, new=132.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=59859221.04, median=64162911.60, threshold=13168021.80, corrected=50994889.80
Mitigated agent 2: deviation=59859221.04, median=64162911.60, weight=0.78, threshold=13168021.80, original=4303690.57, new=50994889.80
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=171423055.06, median=5277760.07, threshold=141151147.44, corrected=-135873387.37
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=271616529.28, median=-834960.45, threshold=43993410.78, corrected=-55158266.30
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=90286866.74, median=-834960.45, threshold=43993410.78, corrected=43158450.34
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=247580565.89, median=-10326194.04, threshold=53434101.35, corrected=43107907.32
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=334359662.67, median=-10326194.04, threshold=53434101.35, corrected=56545738.50
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 3: deviation=86873178.16, median=-10326194.04, threshold=53434101.35, corrected=43107907.32
Mitigated agent 1: deviation=271616529.28, median=-834960.45, weight=0.80, threshold=43993410.78, original=-272451489.73, new=-55158266.30
Mitigated agent 3: deviation=90286866.74, median=-834960.45, weight=0.51, threshold=43993410.78, original=89451906.29, new=43158450.34
Mitigated agent 1: deviation=53434101.35, median=-10326194.04, weight=0.00, threshold=53434101.35, original=43107907.32, new=43107907.32
Mitigated agent 0: deviation=66871932.53, median=-10326194.04, weight=0.20, threshold=53434101.35, original=56545738.50, new=43107907.32
Mitigated agent 3: deviation=171423055.06, median=5277760.07, weight=0.18, threshold=141151147.44, original=-166145295.00, new=-135873387.37
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=280946788.27, median=-7684500.99, threshold=124942509.23, corrected=-132627010.22
Mitigated agent 1: deviation=280946788.27, median=-7684500.99, weight=0.56, threshold=124942509.23, original=-288631289.25, new=-132627010.22
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 2: deviation=82284685.63, median=120007348.99, threshold=39952253.45, corrected=80055095.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=82686395.42, median=121488988.52, threshold=33792488.90, corrected=87696499.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=121312694.28, median=2808745.60, threshold=57205115.21, corrected=-54396369.60
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=62108810.99, median=2808745.60, threshold=57205115.21, corrected=60013860.81
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=82556397.57, median=121171696.37, threshold=35740623.74, corrected=85431072.63
Mitigated agent 2: deviation=82556397.57, median=121171696.37, weight=0.57, threshold=35740623.74, original=38615298.79, new=85431072.63
Mitigated agent 1: deviation=121312694.28, median=2808745.60, weight=0.53, threshold=57205115.21, original=-118503948.68, new=-54396369.60
Mitigated agent 4: deviation=62108810.99, median=2808745.60, weight=0.08, threshold=57205115.21, original=64917556.59, new=60013860.81
Mitigated agent 2: deviation=82284685.63, median=120007348.99, weight=0.51, threshold=39952253.45, original=37722663.36, new=80055095.54
Mitigated agent 2: deviation=82686395.42, median=121488988.52, weight=0.59, threshold=33792488.90, original=38802593.10, new=87696499.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=82556397.57, median=121171696.37, threshold=35740623.74, corrected=85431072.63
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 2: deviation=82284685.63, median=120007348.99, threshold=39952253.45, corrected=80055095.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=82686395.42, median=121488988.52, threshold=33792488.90, corrected=87696499.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=197050502.01, median=-46941060.13, threshold=114666943.20, corrected=-161608003.33
Mitigated agent 0: deviation=114666943.20, median=-46941060.13, weight=0.00, threshold=114666943.20, original=-161608003.33, new=-161608003.33
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=167550848.79, median=-63131001.88, threshold=151260645.34, corrected=88129643.45
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=242382766.06, median=20928090.32, threshold=173487842.87, corrected=194415933.19
Mitigated agent 0: deviation=167550848.79, median=-63131001.88, weight=0.10, threshold=151260645.34, original=104419846.90, new=88129643.45
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=167550848.79, median=-63131001.88, threshold=151260645.34, corrected=88129643.45
Mitigated agent 0: deviation=181631024.61, median=-7923784.72, weight=0.01, threshold=180715710.76, original=173707239.89, new=172791926.04
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=235469628.15, median=-59596483.12, threshold=4137408.09, corrected=-12502557.49
Mitigated agent 0: deviation=235469628.15, median=-59596483.12, weight=0.80, threshold=4137408.09, original=175873145.03, new=-12502557.49
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=184495621.91, median=13127086.90, threshold=31762911.11, corrected=-23772037.48
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=90425306.70, median=13127086.90, threshold=31762911.11, corrected=44889998.00
Mitigated agent 1: deviation=184495621.91, median=13127086.90, weight=0.80, threshold=31762911.11, original=-171368535.01, new=-23772037.48
Mitigated agent 0: deviation=90425306.70, median=13127086.90, weight=0.65, threshold=31762911.11, original=103552393.60, new=44889998.00
Mitigated agent 2: deviation=82027849.05, median=29649683.04, weight=0.05, threshold=78301811.18, original=-52378166.01, new=-48652128.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 1: deviation=198912864.75, median=-53699963.12, threshold=117872431.37, corrected=64172468.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 4: deviation=207543873.70, median=-53699963.12, threshold=117872431.37, corrected=64172468.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=139497258.81, median=7930198.16, threshold=130031849.65, corrected=-122101651.49
Mitigated agent 1: deviation=198912864.75, median=-53699963.12, weight=0.41, threshold=117872431.37, original=145212901.63, new=64172468.25
Mitigated agent 4: deviation=207543873.70, median=-53699963.12, weight=0.43, threshold=117872431.37, original=153843910.58, new=64172468.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=47812712.49, median=-1687096.45, threshold=32173197.92, corrected=-33860294.37
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=54413315.71, median=-1687096.45, threshold=32173197.92, corrected=30486101.47
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=223812378.26, median=64477509.47, threshold=143897828.81, corrected=-79420319.34
Mitigated agent 0: deviation=223812378.26, median=64477509.47, weight=0.36, threshold=143897828.81, original=-159334868.79, new=-79420319.34
Mitigated agent 1: deviation=47812712.49, median=-1687096.45, weight=0.33, threshold=32173197.92, original=-49499808.94, new=-33860294.37
Mitigated agent 0: deviation=54413315.71, median=-1687096.45, weight=0.41, threshold=32173197.92, original=52726219.26, new=30486101.47
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=25877458.74, median=-5807139.79, threshold=23836477.46, corrected=18029337.68
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=92720485.67, median=-5807139.79, threshold=23836477.46, corrected=-29643617.25
Mitigated agent 4: deviation=25877458.74, median=-5807139.79, weight=0.08, threshold=23836477.46, original=20070318.96, new=18029337.68
Mitigated agent 0: deviation=92720485.67, median=-5807139.79, weight=0.74, threshold=23836477.46, original=-98527625.46, new=-29643617.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=53271492.38, median=621166.18, threshold=45782751.56, corrected=46403917.74
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 2: deviation=50690586.88, median=621166.18, threshold=45782751.56, corrected=-45161585.38
Mitigated agent 0: deviation=53271492.38, median=621166.18, weight=0.14, threshold=45782751.56, original=53892658.56, new=46403917.74
Mitigated agent 2: deviation=50690586.88, median=621166.18, weight=0.10, threshold=45782751.56, original=-50069420.70, new=-45161585.38
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=162071706.02, median=67151165.68, threshold=70508469.35, corrected=-3357303.68
Mitigated agent 3: deviation=70508469.35, median=67151165.68, weight=0.00, threshold=70508469.35, original=-3357303.68, new=-3357303.68
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=21433983.96, median=-5210569.18, threshold=6373325.99, corrected=1162756.81
Mitigated agent 0: deviation=21433983.96, median=-5210569.18, weight=0.70, threshold=6373325.99, original=16223414.78, new=1162756.81
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=24161910.43, median=8437082.18, threshold=14319979.59, corrected=-5882897.40
Mitigated agent 3: deviation=24161910.43, median=8437082.18, weight=0.41, threshold=14319979.59, original=-15724828.24, new=-5882897.40
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=363863922.72, median=-121032299.37, threshold=65725249.32, corrected=-48259514.82
Mitigated agent 0: deviation=363863922.72, median=-121032299.37, weight=0.80, threshold=65725249.32, original=242831623.35, new=-48259514.82
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=307184445.39, median=74365087.25, threshold=95651883.80, corrected=-21286796.56
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=104646834.62, median=74365087.25, threshold=95651883.80, corrected=170016971.05
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=54551975.48, median=-11864727.95, threshold=19931838.39, corrected=8067110.44
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=64900781.83, median=-15311846.58, threshold=38887250.97, corrected=23575404.39
Mitigated agent 2: deviation=307184445.39, median=74365087.25, weight=0.69, threshold=95651883.80, original=-232819358.14, new=-21286796.56
Mitigated agent 3: deviation=104646834.62, median=74365087.25, weight=0.09, threshold=95651883.80, original=179011921.87, new=170016971.05
Mitigated agent 3: deviation=64900781.83, median=-15311846.58, weight=0.40, threshold=38887250.97, original=49588935.25, new=23575404.39
Mitigated agent 3: deviation=54551975.48, median=-11864727.95, weight=0.63, threshold=19931838.39, original=42687247.53, new=8067110.44
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=54551975.48, median=-11864727.95, threshold=19931838.39, corrected=8067110.44
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=64900781.83, median=-15311846.58, threshold=38887250.97, corrected=23575404.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=317603763.10, median=35721617.19, threshold=179844140.21, corrected=-144122523.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=111682948.50, median=56124446.28, threshold=97711767.63, corrected=-41587321.35
Mitigated agent 2: deviation=380778612.37, median=-140203975.24, weight=0.71, threshold=108676193.27, original=240574637.13, new=-31527781.97
Mitigated agent 2: deviation=317603763.10, median=35721617.19, weight=0.43, threshold=179844140.21, original=-281882145.91, new=-144122523.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=208142770.83, median=6293718.65, threshold=167400425.84, corrected=-161106707.19
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=182712938.75, median=6293718.65, threshold=167400425.84, corrected=-161106707.19
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=122716341.25, median=39847155.92, threshold=28597228.04, corrected=11249927.88
Mitigated agent 2: deviation=122716341.25, median=39847155.92, weight=0.77, threshold=28597228.04, original=-82869185.33, new=11249927.88
Mitigated agent 2: deviation=208142770.83, median=6293718.65, weight=0.20, threshold=167400425.84, original=-201849052.18, new=-161106707.19
Mitigated agent 3: deviation=182712938.75, median=6293718.65, weight=0.08, threshold=167400425.84, original=-176419220.10, new=-161106707.19
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=122716341.25, median=39847155.92, threshold=28597228.04, corrected=11249927.88
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=211197550.59, median=3423276.25, threshold=172167920.61, corrected=175591196.87
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 3: deviation=137634259.58, median=-22252297.20, threshold=39909012.57, corrected=17656715.37
Mitigated agent 0: deviation=211197550.59, median=3423276.25, weight=0.18, threshold=172167920.61, original=214620826.85, new=175591196.87
Mitigated agent 2: deviation=37263832.13, median=5531069.40, weight=0.29, threshold=26392696.63, original=-31732762.72, new=-20861627.23
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=21337423.64, median=-756087.46, threshold=4560685.81, corrected=-5316773.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=305568302.74, median=3116994.76, threshold=304552050.07, corrected=307669044.83
Mitigated agent 0: deviation=305568302.74, median=3116994.76, weight=0.00, threshold=304552050.07, original=308685297.50, new=307669044.83
Mitigated agent 3: deviation=21337423.64, median=-756087.46, weight=0.79, threshold=4560685.81, original=-22093511.10, new=-5316773.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=21337423.64, median=-756087.46, threshold=4560685.81, corrected=-5316773.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=333921989.89, median=5579323.13, threshold=303202441.12, corrected=308781764.25
Mitigated agent 2: deviation=106884053.58, median=31770130.11, weight=0.49, threshold=54400641.23, original=-75113923.47, new=-22630511.12
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 2: deviation=106884053.58, median=31770130.11, threshold=54400641.23, corrected=-22630511.12
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=133704497.86, median=-91534203.82, threshold=130760678.31, corrected=39226474.49
Mitigated agent 0: deviation=133704497.86, median=-91534203.82, weight=0.02, threshold=130760678.31, original=42170294.05, new=39226474.49
Mitigated agent 3: deviation=72614575.16, median=-56590357.86, weight=0.59, threshold=29689666.22, original=16024217.30, new=-26900691.63
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=52954907.23, median=-5002693.00, threshold=39941758.15, corrected=-44944451.15
Mitigated agent 0: deviation=91754566.41, median=22349171.58, weight=0.43, threshold=52059258.29, original=-69405394.83, new=-29710086.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=91754566.41, median=22349171.58, threshold=52059258.29, corrected=-29710086.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=307676723.41, median=100370151.09, threshold=285531642.99, corrected=-185161491.89
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=408818632.29, median=100370151.09, threshold=285531642.99, corrected=-185161491.89
Mitigated agent 2: deviation=307676723.41, median=100370151.09, weight=0.07, threshold=285531642.99, original=-207306572.32, new=-185161491.89
Mitigated agent 3: deviation=408818632.29, median=100370151.09, weight=0.30, threshold=285531642.99, original=-308448481.20, new=-185161491.89
Mitigated agent 3: deviation=22064784.27, median=84711386.29, weight=0.24, threshold=16765428.75, original=62646602.03, new=67945957.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=22064784.27, median=84711386.29, threshold=16765428.75, corrected=67945957.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=29033972.65, median=-12230670.01, threshold=25754120.06, corrected=-37984790.07
Mitigated agent 0: deviation=29033972.65, median=-12230670.01, weight=0.11, threshold=25754120.06, original=-41264642.66, new=-37984790.07
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=29033972.65, median=-12230670.01, threshold=25754120.06, corrected=-37984790.07
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=393637888.72, median=-36332063.86, threshold=391438325.52, corrected=355106261.65
Mitigated agent 3: deviation=393637888.72, median=-36332063.86, weight=0.01, threshold=391438325.52, original=357305824.86, new=355106261.65
Mitigated agent 3: deviation=88966269.54, median=-13025398.63, weight=0.55, threshold=40317169.80, original=75940870.91, new=27291771.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=273089986.94, median=-74023019.54, threshold=103201209.99, corrected=-177224229.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 2: deviation=109156202.58, median=-74023019.54, threshold=103201209.99, corrected=29178190.45
Mitigated agent 0: deviation=273089986.94, median=-74023019.54, weight=0.62, threshold=103201209.99, original=-347113006.49, new=-177224229.54
Mitigated agent 2: deviation=109156202.58, median=-74023019.54, weight=0.05, threshold=103201209.99, original=35133183.03, new=29178190.45
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=125839981.23, median=65272552.99, threshold=99584174.44, corrected=-34311621.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=237639479.68, median=-601367.59, threshold=196952865.98, corrected=196351498.39
Mitigated agent 2: deviation=79342479.19, median=8918768.80, weight=0.03, threshold=77018917.87, original=-70423710.39, new=-68100149.07
Mitigated agent 2: deviation=237639479.68, median=-601367.59, weight=0.17, threshold=196952865.98, original=237038112.09, new=196351498.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=79342479.19, median=8918768.80, threshold=77018917.87, corrected=-68100149.07
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=91668605.59, median=-36879088.29, threshold=77274749.38, corrected=40395661.09
Mitigated agent 3: deviation=91668605.59, median=-36879088.29, weight=0.16, threshold=77274749.38, original=54789517.30, new=40395661.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=317370443.61, median=27799353.78, threshold=165312741.82, corrected=-137513388.04
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 2: deviation=216998664.61, median=67795424.71, threshold=205515399.60, corrected=-137719974.89
Mitigated agent 2: deviation=216998664.61, median=67795424.71, weight=0.05, threshold=205515399.60, original=-149203239.89, new=-137719974.89
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=109383217.04, median=61798237.06, threshold=10770959.35, corrected=39921593.66
Mitigated agent 0: deviation=109383217.04, median=61798237.06, weight=0.80, threshold=10770959.35, original=-47584979.97, new=39921593.66
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=266486999.54, median=164961220.34, threshold=226820142.45, corrected=-61858922.11
Mitigated agent 0: deviation=266486999.54, median=164961220.34, weight=0.15, threshold=226820142.45, original=-101525779.19, new=-61858922.11
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=242523737.37, median=-122169497.16, threshold=21478827.14, corrected=-73664749.68
Mitigated agent 0: deviation=48504747.47, median=-122169497.16, weight=0.56, threshold=21478827.14, original=-73664749.68, new=-100690670.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=48504747.47, median=-122169497.16, threshold=21478827.14, corrected=-100690670.02
Mitigated agent 2: deviation=204183905.88, median=-141777465.45, weight=0.80, threshold=15877761.59, original=62406440.43, new=-100940684.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=204183905.88, median=-141777465.45, threshold=15877761.59, corrected=-100940684.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=474397288.87, median=-222758611.27, threshold=446356537.28, corrected=223597926.00
Mitigated agent 0: deviation=446356537.28, median=-222758611.27, weight=0.00, threshold=446356537.28, original=223597926.00, new=223597926.00
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=446356537.28, median=-222758611.27, threshold=446356537.28, corrected=223597926.00
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 2: deviation=385187235.95, median=-57983901.77, threshold=274437403.82, corrected=216453502.05
Mitigated agent 2: deviation=385187235.95, median=-57983901.77, weight=0.29, threshold=274437403.82, original=327203334.19, new=216453502.05
Mitigated agent 2: deviation=469208951.52, median=216693237.76, weight=0.78, threshold=103570323.67, original=-252515713.76, new=113122914.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=469208951.52, median=216693237.76, threshold=103570323.67, corrected=113122914.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 2: deviation=300802139.17, median=10335649.51, threshold=259823333.00, corrected=270158982.51
Mitigated agent 2: deviation=300802139.17, median=10335649.51, weight=0.14, threshold=259823333.00, original=311137788.67, new=270158982.51
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=81882402.74, median=25836355.53, threshold=65598537.33, corrected=-39762181.80
Mitigated agent 0: deviation=81882402.74, median=25836355.53, weight=0.20, threshold=65598537.33, original=-56046047.21, new=-39762181.80
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=81882402.74, median=25836355.53, threshold=65598537.33, corrected=-39762181.80
Mitigated agent 0: deviation=206104733.51, median=-104440829.71, weight=0.80, threshold=25228826.92, original=101663903.80, new=-63219883.01
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=206104733.51, median=-104440829.71, threshold=25228826.92, corrected=-63219883.01
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=202709606.14, median=102079693.78, threshold=167800833.17, corrected=-65721139.39
Mitigated agent 2: deviation=202709606.14, median=102079693.78, weight=0.17, threshold=167800833.17, original=-100629912.36, new=-65721139.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=202709606.14, median=102079693.78, threshold=167800833.17, corrected=-65721139.39
Mitigated agent 2: deviation=244327742.06, median=163706958.87, weight=0.72, threshold=69235767.00, original=-80620783.20, new=94471191.87
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=233691826.22, median=139557261.25, threshold=195333974.56, corrected=-55776713.31
Mitigated agent 2: deviation=233691826.22, median=139557261.25, weight=0.16, threshold=195333974.56, original=-94134564.97, new=-55776713.31
Mitigated agent 0: deviation=230704585.86, median=-148648499.84, weight=0.12, threshold=201935504.28, original=82056086.02, new=53287004.44
Mitigated agent 2: deviation=200127168.87, median=131465056.45, weight=0.51, threshold=98222605.04, original=-68662112.42, new=33242451.42
Mitigated agent 0: deviation=98371180.72, median=22669857.87, weight=0.02, threshold=96107027.40, original=121041038.60, new=118776885.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 2: deviation=204597401.97, median=67512159.39, threshold=30913419.86, corrected=26592678.99
Mitigated agent 2: deviation=204597401.97, median=67512159.39, weight=0.80, threshold=30913419.86, original=-137085242.59, new=26592678.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 2: deviation=204597401.97, median=67512159.39, threshold=30913419.86, corrected=26592678.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=586.90, median=-40.08, threshold=87.64, corrected=77.30
Mitigated agent 3: deviation=586.90, median=-40.08, weight=0.80, threshold=87.64, original=546.82, new=77.30
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=640.47, median=-51.19, threshold=91.23, corrected=76.90
Mitigated agent 3: deviation=640.47, median=-51.19, weight=0.80, threshold=91.23, original=589.28, new=76.90
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=265.76, median=-34.09, threshold=89.58, corrected=55.49
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=119.09, median=0.86, threshold=118.26, corrected=-117.39
Mitigated agent 3: deviation=119.09, median=0.86, weight=0.01, threshold=118.26, original=-118.23, new=-117.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=326.81, median=40.80, threshold=135.81, corrected=-95.01
Mitigated agent 3: deviation=326.81, median=40.80, weight=0.58, threshold=135.81, original=-286.02, new=-95.01
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=481.35, median=80.45, threshold=137.15, corrected=-56.71
Mitigated agent 3: deviation=481.35, median=80.45, weight=0.72, threshold=137.15, original=-400.90, new=-56.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=507.12, median=97.77, threshold=149.47, corrected=-51.70
Mitigated agent 3: deviation=507.12, median=97.77, weight=0.71, threshold=149.47, original=-409.35, new=-51.70
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=376.16, median=87.73, threshold=164.31, corrected=-76.57
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=207.61, median=66.98, threshold=205.46, corrected=-138.48
Mitigated agent 3: deviation=207.61, median=66.98, weight=0.01, threshold=205.46, original=-140.63, new=-138.48
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=180.35, median=-18.68, threshold=176.57, corrected=-195.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=186.83, median=13.04, threshold=165.19, corrected=178.23
Mitigated agent 0: deviation=180.35, median=-18.68, weight=0.02, threshold=176.57, original=-199.03, new=-195.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=196.83, median=-13.96, threshold=162.30, corrected=-176.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=218.47, median=8.20, threshold=139.18, corrected=147.39
Mitigated agent 0: deviation=196.83, median=-13.96, weight=0.18, threshold=162.30, original=-210.78, new=-176.25
Mitigated agent 3: deviation=218.47, median=8.20, weight=0.36, threshold=139.18, original=226.68, new=147.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=206.68, median=5.29, threshold=141.71, corrected=147.00
Mitigated agent 3: deviation=206.68, median=5.29, weight=0.31, threshold=141.71, original=211.97, new=147.00
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=182.24, median=6.00, threshold=135.32, corrected=141.32
Mitigated agent 3: deviation=182.24, median=6.00, weight=0.26, threshold=135.32, original=188.24, new=141.32
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=13451.43, median=-1657.00, threshold=12606.41, corrected=10949.41
Mitigated agent 0: deviation=13451.43, median=-1657.00, weight=0.06, threshold=12606.41, original=11794.42, new=10949.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=30104.16, median=-3682.45, threshold=26838.65, corrected=23156.19
Mitigated agent 0: deviation=30104.16, median=-3682.45, weight=0.11, threshold=26838.65, original=26421.70, new=23156.19
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=82473.88, median=-10096.83, threshold=75757.26, corrected=65660.43
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=258283.79, median=-31654.21, threshold=238827.57, corrected=207173.37
